balance,zero_activity_freq,ratio,cumulativeincome,lag_balance,lag_cumulativeincome,rolling_mean_balance,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,has_trigger
-0.003402646165341139,0.016734056174755096,-0.025547010824084282,-0.003370376769453287,-0.0031125464010983706,-0.0036405541468411684,-0.003110338468104601,-0.0018168448004871607,-0.010065431706607342,-0.0010214467765763402
-0.005735855549573898,0.012410512194037437,-0.04233664646744728,-0.008814194239675999,-0.00468581123277545,-0.014249797910451889,-0.0052893334068357944,-0.006312508136034012,-0.01948390156030655,-0.0011239148443564773
-0.011363609693944454,0.02289191260933876,-0.07062127441167831,-0.021545205265283585,-0.008494068868458271,-0.024398300796747208,-0.009216428734362125,-0.011694470420479774,-0.02164120227098465,-0.00668986514210701
-0.014487050473690033,0.057391028851270676,-0.07129812985658646,-0.010198691859841347,-0.008439370431005955,-0.009467673487961292,-0.01179515477269888,-0.007248076144605875,-0.023041240870952606,-0.016615858301520348
-0.010970460250973701,0.009481136687099934,-0.05145544558763504,-0.01817014440894127,-0.006635145749896765,-0.014631073921918869,-0.008654152043163776,-0.008813565596938133,-0.025943301618099213,-0.0005828748107887805
-0.014666246250271797,0.033805444836616516,-0.06769035011529922,-0.022015733644366264,-0.00975416786968708,-0.027888722717761993,-0.012978136539459229,-0.0141981840133667,-0.0411093570291996,-2.414709115328151e-06
-0.014943216927349567,0.08852656185626984,-0.0721079558134079,-0.01937086135149002,-0.010238146409392357,-0.018777377903461456,-0.01001882553100586,-0.009759766981005669,-0.02895691804587841,-0.024419154971837997
-0.007984194904565811,0.011316868476569653,-0.03805366903543472,-0.01288640033453703,-0.005584152415394783,-0.010872512124478817,-0.006699230056256056,-0.005089204292744398,-0.005762557499110699,-1.1339971933921333e-05
-0.012178420089185238,0.01528855413198471,-0.052942145615816116,-0.012622462585568428,-0.008563484065234661,-0.012178859673440456,-0.009713595733046532,-0.0059033604338765144,-0.014819619245827198,-0.0013093287125229836
-0.014239276759326458,0.022890493273735046,-0.07556851953268051,-0.017739806324243546,-0.008683568798005581,-0.015710845589637756,-0.011786950752139091,-0.009529968723654747,-0.006898713763803244,-0.06173637881875038
-0.010482546873390675,0.008576729334890842,-0.07729814946651459,-0.01320566888898611,-0.006603152025490999,-0.01350598968565464,-0.008632746525108814,-0.008240332826972008,-0.02600223757326603,-7.610594911966473e-05
-0.015921244397759438,0.022863199934363365,-0.08388416469097137,-0.01833086460828781,-0.010764876380562782,-0.018215125426650047,-0.012153994292020798,-0.008390996605157852,-0.006394912023097277,-0.00014386391558218747
-0.013618133030831814,0.01616167463362217,-0.09756997227668762,-0.009527772665023804,-0.009924831800162792,-0.015265868045389652,-0.011187335476279259,-0.006138604134321213,-0.015028745867311954,-0.03000284731388092
-0.01016490813344717,0.021447163075208664,-0.07305411249399185,-0.013174341060221195,-0.007369160186499357,-0.01212017796933651,-0.00874349195510149,-0.006428757216781378,-0.020312316715717316,-0.002125851111486554
-0.008534291759133339,0.022460943087935448,-0.04041794314980507,-0.013111229054629803,-0.005994684062898159,-0.011509183794260025,-0.007449883036315441,-0.005708430893719196,-0.010639787651598454,-0.07365654408931732
-0.012618068605661392,0.010638521052896976,-0.08176831901073456,-0.02760205790400505,-0.00895419716835022,-0.03226565942168236,-0.011172243393957615,-0.016678746789693832,-0.011207673698663712,-0.0025043576024472713
-0.010223343037068844,0.008516623638570309,-0.05367206037044525,-0.01841505616903305,-0.007576517295092344,-0.01849009096622467,-0.008907824754714966,-0.009232916869223118,-0.02734231762588024,-0.061391666531562805
-0.010962191969156265,0.011249031871557236,-0.06649313122034073,-0.02717926725745201,-0.008044158108532429,-0.030518222600221634,-0.010411398485302925,-0.01785927452147007,-0.026904556900262833,-1.5252710909408052e-05
-0.006777288857847452,0.013765458017587662,-0.04436530917882919,-0.007159963250160217,-0.004925604909658432,-0.006758569274097681,-0.0044057779014110565,-0.003378939349204302,-0.0037990491837263107,-0.06182732433080673
-0.006699373014271259,0.015785271301865578,-0.039189741015434265,-0.01465783640742302,-0.00468938983976841,-0.011963954195380211,-0.005776171572506428,-0.005940192379057407,-0.007901167497038841,-2.4379963292631146e-07
-0.00832433719187975,0.011637227609753609,-0.05989382416009903,-0.009790872223675251,-0.005483999382704496,-0.02397041954100132,-0.007299376651644707,-0.012028247117996216,-0.0227619931101799,-0.0061189341358840466
-0.013492325320839882,0.010801848955452442,-0.07546133548021317,-0.020854294300079346,-0.009057735092937946,-0.03488648310303688,-0.011970914900302887,-0.016891958191990852,-0.02300144173204899,0.0
-0.009268751367926598,0.026555825024843216,-0.05758840963244438,-0.00949376355856657,-0.005670094862580299,-0.01509687677025795,-0.007378207053989172,-0.00913968589156866,-0.025848831981420517,-0.001081835012882948
-0.011068092659115791,0.03592347353696823,-0.05432447791099548,-0.01505024079233408,-0.007410687394440174,-0.013797938823699951,-0.007418225519359112,-0.006528152152895927,-0.018696224316954613,-4.637515303329565e-06
-0.009217171929776669,0.012690257281064987,-0.05472753196954727,-0.011863473802804947,-0.005303272046148777,-0.012537640519440174,-0.00639845198020339,-0.009410886093974113,-0.023568548262119293,-4.523477059592551e-08
-0.006861874368041754,0.0895623117685318,-0.03715931996703148,-0.01016252487897873,-0.0038857695180922747,-0.008290253579616547,-0.006341887172311544,-0.007105775643140078,-0.006016262806952,-0.09444806724786758
-0.010550985112786293,0.028902145102620125,-0.053385958075523376,-0.013570397160947323,-0.006512232590466738,-0.011404857970774174,-0.008113840594887733,-0.005879153497517109,-0.00918667484074831,-0.04259797930717468
-0.016085634008049965,0.02447296306490898,-0.0749712735414505,-0.026586685329675674,-0.010421612299978733,-0.025253959000110626,-0.012562419287860394,-0.013574867509305477,-0.011514625512063503,-0.027564480900764465
-0.0066864974796772,0.015763310715556145,-0.0462469719350338,-0.011290674097836018,-0.004463823512196541,-0.011094735935330391,-0.005143733229488134,-0.005593335721641779,-0.007855520583689213,-0.0002925679727923125
-0.00981153454631567,0.01398291066288948,-0.05813196301460266,-0.006793305277824402,-0.007224493660032749,-0.007243056315928698,-0.0076750353910028934,-0.004385342355817556,-0.012814601883292198,-0.04757818207144737
-0.0036952344235032797,0.02127554826438427,-0.03010106272995472,-0.008190400898456573,-0.0023726201616227627,-0.009567897766828537,-0.0031275725923478603,-0.004398951306939125,-0.01677834615111351,-0.009168557822704315
-0.010765955783426762,0.011083965189754963,-0.04831106588244438,-0.026061322540044785,-0.007397543638944626,-0.02557028830051422,-0.008989712223410606,-0.012605559080839157,-0.016163866966962814,-0.0750056728720665
-0.008261722512543201,0.022191515192389488,-0.046003054827451706,-0.008104382082819939,-0.006083053536713123,-0.008138967677950859,-0.00726010836660862,-0.005768443923443556,-0.0186068806797266,-0.04832356795668602
-0.004297270905226469,0.007413900922983885,-0.02890467830002308,-0.006134322844445705,-0.0033908106852322817,-0.004807958845049143,-0.003118561813607812,-0.002423439407721162,-0.005691239144653082,-0.0024292664602398872
-0.008419039659202099,0.008004968985915184,-0.047182388603687286,-0.01135147176682949,-0.005397124215960503,-0.009850241243839264,-0.005849464330822229,-0.005139403976500034,-0.006599292159080505,-5.677496665157378e-05
-0.009364454075694084,0.11657322943210602,-0.07109107822179794,-0.015163698233664036,-0.006245468743145466,-0.012833604589104652,-0.00813006516546011,-0.006549856159836054,-0.014385303482413292,-8.286861884698737e-06
-0.009693650528788567,0.005466205067932606,-0.046647801995277405,-0.014866731129586697,-0.006335115525871515,-0.01245127897709608,-0.006387172732502222,-0.005639833398163319,-0.004422689788043499,-0.0635203868150711
-0.012505928054451942,0.015890169888734818,-0.0591767318546772,-0.008559435606002808,-0.009134157560765743,-0.01149264071136713,-0.010730858892202377,-0.00740159023553133,-0.030163384974002838,-0.013099581934511662
-0.013464239425957203,0.013076976872980595,-0.07583069056272507,-0.018556129187345505,-0.008630060590803623,-0.02098248153924942,-0.009459283202886581,-0.011808130890130997,-0.010767443105578423,0.0
-0.005522748921066523,0.0054747057147324085,-0.03161142021417618,-0.004944829270243645,-0.004256031941622496,-0.006124266888946295,-0.00459541380405426,-0.003534946357831359,-0.008585620671510696,-1.7488502635387704e-05
-0.012387841008603573,0.018595809116959572,-0.07051374018192291,-0.016958853229880333,-0.008346086367964745,-0.028179379180073738,-0.0096184266731143,-0.012231612578034401,-0.012681670486927032,-0.007694400381296873
-0.008748129941523075,0.017874808982014656,-0.036685630679130554,-0.007441795896738768,-0.006268361117690802,-0.012966686859726906,-0.007569380570203066,-0.006197142414748669,-0.023083990439772606,-0.064522884786129
-0.014592486433684826,0.057951342314481735,-0.07140243053436279,-0.009353622794151306,-0.010319340974092484,-0.01448436826467514,-0.011519022285938263,-0.008582640439271927,-0.03341354802250862,-0.004178684204816818
-0.011164605617523193,0.007931813597679138,-0.068339504301548,-0.018906302750110626,-0.008068532682955265,-0.017445744946599007,-0.00879583414644003,-0.008600521832704544,-0.012849370017647743,-6.393842795660021e-06
-0.01758488267660141,0.010170429944992065,-0.07458378374576569,-0.009868467226624489,-0.010359997861087322,-0.0167059488594532,-0.011916125193238258,-0.006824213080108166,-0.050782039761543274,0.0
-0.015455774962902069,0.03864443674683571,-0.06753760576248169,-0.021651409566402435,-0.009922385215759277,-0.02878560498356819,-0.012980479747056961,-0.016164153814315796,-0.0272583719342947,-0.010741926729679108
-0.01385406032204628,0.011072609573602676,-0.06976913660764694,-0.013964639976620674,-0.007782934233546257,-0.012715050019323826,-0.009318817406892776,-0.007970585487782955,-0.0032544711139053106,-0.037867508828639984
-0.0029389080591499805,0.015817703679203987,-0.029984882101416588,-0.005320029798895121,-0.0021072260569781065,-0.005266503896564245,-0.0026721537578850985,-0.00309255113825202,-0.005700362846255302,-3.342664285810315e-06
-0.009455366060137749,0.002992678666487336,-0.049530278891325,-0.010750356130301952,-0.00615546153858304,-0.009525223635137081,-0.007983055897057056,-0.006564658135175705,-0.0180912334471941,-0.018666528165340424
-0.011331834830343723,0.11563795059919357,-0.04535098373889923,-0.009325847961008549,-0.008293315768241882,-0.007806832902133465,-0.008705268613994122,-0.004341071471571922,-0.006944088265299797,-0.0027611469849944115
-0.010390686802566051,0.021097607910633087,-0.04479484632611275,-0.012313437648117542,-0.007209018338471651,-0.016790220513939857,-0.009034702554345131,-0.009818654507398605,-0.014277842827141285,-0.0328071266412735
-0.008473919704556465,0.0306544192135334,-0.05919909477233887,-0.0036719103809446096,-0.005978927481919527,-0.0032680665608495474,-0.0051363068632781506,-0.0023117861710488796,-0.010218072682619095,-0.007292690686881542
-0.016894809901714325,0.024701468646526337,-0.10764463245868683,-0.02711273729801178,-0.010094445198774338,-0.026129670441150665,-0.012942791916429996,-0.015507839620113373,-0.02274418994784355,-8.707134924179627e-08
-0.00952141359448433,0.039673008024692535,-0.06055136024951935,-0.016431685537099838,-0.006192269269376993,-0.015363049693405628,-0.008053404279053211,-0.008055588230490685,-0.026811454445123672,-0.0005720947519876063
-0.008111701346933842,0.03279774263501167,-0.03905835747718811,-0.012021951377391815,-0.00538855092599988,-0.012051197700202465,-0.005820469930768013,-0.007471845950931311,-0.007787411101162434,-2.8024469429510646e-05
-0.011107394471764565,0.026938121765851974,-0.06330007314682007,-0.010031495243310928,-0.006502937525510788,-0.00817008875310421,-0.009000439196825027,-0.0040290323086082935,-0.03296593949198723,-0.00335865025408566
-0.012365711852908134,0.005556268151849508,-0.07195083796977997,-0.0187742430716753,-0.00877869687974453,-0.018192220479249954,-0.008683175779879093,-0.009003747254610062,-0.011912002228200436,-0.002005521673709154
-0.00752636231482029,0.01397433876991272,-0.05159834399819374,-0.006839720066636801,-0.004701017867773771,-0.014782240614295006,-0.006637854501605034,-0.008440772071480751,-0.028166623786091805,-0.0002762847871053964
-0.004804779775440693,0.010657931677997112,-0.0407068245112896,-0.004564860835671425,-0.0031951386481523514,-0.01008535549044609,-0.0038771755062043667,-0.0044706352055072784,-0.016031429171562195,-0.003028332022950053
-0.009217295795679092,0.027444830164313316,-0.051439426839351654,-0.01211422961205244,-0.006326368544250727,-0.010633107274770737,-0.006127198226749897,-0.005032407585531473,-0.0023069533053785563,-0.0003396179527044296
-0.009892798960208893,0.005561434663832188,-0.052462078630924225,-0.012787215411663055,-0.006768772378563881,-0.013958766125142574,-0.008231230080127716,-0.00892598181962967,-0.0025040474720299244,-0.029831530526280403
-0.01517401821911335,0.010225964710116386,-0.09260208904743195,-0.013903673738241196,-0.009598935022950172,-0.02104737050831318,-0.011842177249491215,-0.011195573024451733,-0.026913870126008987,-0.005583023652434349
-0.01272804755717516,0.0026756851002573967,-0.07550592720508575,-0.025963125750422478,-0.009021703153848648,-0.023673925548791885,-0.009616371244192123,-0.011147946119308472,-0.005981789901852608,-2.2031117623555474e-05
-0.008368267677724361,0.0077788326889276505,-0.03600187227129936,-0.013184948824346066,-0.0049554151482880116,-0.011421870440244675,-0.006074479781091213,-0.005766907706856728,-0.019951146095991135,-0.002402934478595853
-0.009581291116774082,0.021268639713525772,-0.07238999009132385,-0.017390772700309753,-0.007794046308845282,-0.019489478319883347,-0.008601866662502289,-0.009231113828718662,-0.011782130226492882,-0.05275691673159599
-0.011126721277832985,0.02014048583805561,-0.09525254368782043,-0.014742041006684303,-0.008636451326310635,-0.013599072583019733,-0.009747197851538658,-0.006905679125338793,-0.023630918934941292,-0.004999835509806871
-0.006360979750752449,0.0707767978310585,-0.03832418844103813,-0.007156755309551954,-0.003036322072148323,-0.005679788999259472,-0.006105199921876192,-0.00432825880125165,-0.010591276921331882,-0.0014560328563675284
-0.013834160752594471,0.02310565486550331,-0.07187900692224503,-0.03184061869978905,-0.008863960392773151,-0.03082260675728321,-0.011403730139136314,-0.017719920724630356,-0.03219446539878845,-0.015090711414813995
-0.008660820312798023,0.055073224008083344,-0.04766925796866417,-0.013883786275982857,-0.0059920442290604115,-0.01273676473647356,-0.006982076913118362,-0.006933910772204399,-0.01282737497240305,0.0
-0.007457016501575708,0.07211414724588394,-0.044002022594213486,-0.009146401658654213,-0.004586751107126474,-0.011348852887749672,-0.005925493314862251,-0.006099754944443703,-0.023471085354685783,-0.05919070541858673
-0.006493566557765007,0.005051358137279749,-0.04217541590332985,-0.0058384551666677,-0.00506944814696908,-0.0051124910824000835,-0.004844794049859047,-0.002655616495758295,-0.027101987972855568,-0.016983361914753914
-0.009192361496388912,0.0582357682287693,-0.05894751846790314,-0.01980699971318245,-0.006821917369961739,-0.018603917211294174,-0.007119663991034031,-0.009566085413098335,-0.027375871315598488,-0.005841491278260946
-0.007310085464268923,0.008852650411427021,-0.044687043875455856,-0.011838363483548164,-0.004944102838635445,-0.01626000367105007,-0.005759200546890497,-0.008008904755115509,-0.012133412063121796,-0.00018169006216339767
-0.009788080118596554,0.021437818184494972,-0.05765625461935997,-0.018196839839220047,-0.006995967123657465,-0.016317522153258324,-0.007935439236462116,-0.007787879556417465,-0.012241840362548828,-0.0005466624861583114
-0.009459801018238068,0.06521274894475937,-0.05361388623714447,-0.012449080124497414,-0.006597913336008787,-0.012228121981024742,-0.009233620017766953,-0.006226242054253817,-0.01922527514398098,-1.2927878742630128e-05
-0.007195779588073492,0.009590084664523602,-0.04965810850262642,-0.009486781433224678,-0.004314851947128773,-0.010128676891326904,-0.004963847808539867,-0.0058739339001476765,-0.022189095616340637,-0.05709955096244812
-0.005512252915650606,0.0064238496124744415,-0.03441322222352028,-0.0068514286540448666,-0.0034620044752955437,-0.009302427060902119,-0.00395991699770093,-0.00517523055896163,-0.0034649979788810015,-8.453481859760359e-05
-0.007967381738126278,0.01044509932398796,-0.05264971777796745,-0.01387394592165947,-0.004876239690929651,-0.013391976244747639,-0.006583646405488253,-0.008072557859122753,-0.018919670954346657,0.0
-0.009914395399391651,0.01564144715666771,-0.07200851291418076,-0.011319510638713837,-0.006164216902107,-0.009511382319033146,-0.007501616608351469,-0.0046508354134857655,-0.005820934660732746,-0.0036385608837008476
-0.010166477411985397,0.03746325895190239,-0.056542087346315384,-0.01618751883506775,-0.006747417617589235,-0.014513629488646984,-0.00910466443747282,-0.007921223528683186,-0.00829596258699894,-5.9949255955871195e-05
-0.005347392521798611,0.015635322779417038,-0.04218405857682228,-0.011980317533016205,-0.0032597596291452646,-0.009811259806156158,-0.0044147600419819355,-0.005335553083568811,-0.014271432533860207,-1.062266619555885e-06
-0.006236947141587734,0.002624601125717163,-0.04036867246031761,-0.00755312480032444,-0.0036029976326972246,-0.005638576578348875,-0.003718763357028365,-0.0025735972449183464,-0.009430055506527424,0.0
-0.009912390261888504,0.0024426565505564213,-0.056365929543972015,-0.015698056668043137,-0.006235771346837282,-0.014282610267400742,-0.008013732731342316,-0.007495950907468796,-0.009348588064312935,-0.028727857396006584
-0.013775995001196861,0.018491363152861595,-0.07151366770267487,-0.030042121186852455,-0.009484605863690376,-0.026309669017791748,-0.01144541148096323,-0.014108867384493351,-0.025885965675115585,-1.7414270914173358e-08
-0.006594351027160883,0.014233005233108997,-0.040839336812496185,-0.01392462570220232,-0.00394912576302886,-0.012548403814435005,-0.005239136051386595,-0.0066473339684307575,-0.017696941271424294,-0.036969538778066635
-0.005151744931936264,0.0147288478910923,-0.043386999517679214,-0.012937195599079132,-0.0034906065557152033,-0.01105218380689621,-0.004972361493855715,-0.0054395925253629684,-0.018441092222929,-0.07788686454296112
-0.010931559838354588,0.018762804567813873,-0.06342491507530212,-0.016215024515986443,-0.007813463918864727,-0.019207164645195007,-0.008888485841453075,-0.007685774005949497,-0.006898100487887859,-0.1125977486371994
-0.006228466518223286,0.026474399492144585,-0.05627754330635071,-0.010859405621886253,-0.003749640891328454,-0.010155295953154564,-0.005458602216094732,-0.005320781841874123,-0.022357380017638206,-0.01012625452131033
-0.015320578590035439,0.007850096561014652,-0.07737625390291214,-0.03237231448292732,-0.010889720171689987,-0.031137054786086082,-0.012306694872677326,-0.014071515761315823,-0.004269355442374945,-0.0009358528186567128
-0.007477072533220053,0.007084791548550129,-0.062118157744407654,-0.013825851492583752,-0.005804689135402441,-0.012048282660543919,-0.0062755560502409935,-0.005486262030899525,-0.006519734393805265,0.0
-0.008272808976471424,0.010438762605190277,-0.06834103167057037,-0.003971759229898453,-0.004266687203198671,-0.0038722511380910873,-0.006276450585573912,-0.00237310235388577,-0.01165065634995699,-0.023624273017048836
-0.016077008098363876,0.021483607590198517,-0.07786083966493607,-0.0314067043364048,-0.01075606420636177,-0.03028038889169693,-0.012248215265572071,-0.014509973116219044,-0.0063268751837313175,-0.018720870837569237
-0.0029945143032819033,0.00657277274876833,-0.01678379811346531,-0.0019046126399189234,-0.002081471960991621,-0.008704700507223606,-0.0025477660819888115,-0.0036194040440022945,-0.01069552544504404,-0.06898555904626846
-0.010708494111895561,0.018557937815785408,-0.04967312887310982,-0.008188039064407349,-0.007866902276873589,-0.007976177148520947,-0.0064555066637694836,-0.0038049069698899984,-0.019220352172851562,0.0
-0.007675024215131998,0.022611526772379875,-0.04536328837275505,-0.009325417689979076,-0.00471698772162199,-0.007813964039087296,-0.005624023266136646,-0.004439517389982939,-0.015227237716317177,-0.010680088773369789
-0.0070300172083079815,0.03254213184118271,-0.038674138486385345,-0.010721499100327492,-0.005214359611272812,-0.008765678852796555,-0.006685739848762751,-0.004234580788761377,-0.008413443341851234,-0.01821947656571865
-0.015427312813699245,0.03405873477458954,-0.0818072110414505,-0.02669590711593628,-0.009897948242723942,-0.022525358945131302,-0.01342027261853218,-0.011575151234865189,-0.013553177937865257,-8.907584560802206e-05
-0.008262772113084793,0.040032047778367996,-0.08305609971284866,-0.006033563055098057,-0.006288514938205481,-0.007010642439126968,-0.004611137788742781,-0.0028963268268853426,-0.0027171296533197165,-0.011651400476694107
-0.008781274780631065,0.027089614421129227,-0.0789361372590065,-0.008496957831084728,-0.005638452246785164,-0.007472696248441935,-0.007001900114119053,-0.0036035168450325727,-0.01210479810833931,-1.7284813580431546e-08
